city,area,bedrooms,bathrooms,price,address
Cologne,97,2,1,730376,Cologne Street 2207
Frankfurt,186,4,4,1190100,Frankfurt Street 2998
Munich,157,3,3,1342021,Munich Street 1725
Frankfurt,125,3,3,973221,Frankfurt Street 3282
Hamburg,145,3,2,1270734,Hamburg Street 4681
Munich,177,4,3,1647336,Munich Street 819
Stuttgart,99,2,1,738783,Stuttgart Street 4550
Frankfurt,127,3,2,1152615,Frankfurt Street 1195
Stuttgart,68,1,1,651801,Stuttgart Street 80
Munich,137,3,3,1294414,Munich Street 1102
Stuttgart,162,4,4,1217515,Stuttgart Street 3987
Hamburg,94,2,1,499229,Hamburg Street 3264
Berlin,71,1,1,363190,Berlin Street 1766
Hamburg,151,3,2,1020831,Hamburg Street 3686
Stuttgart,115,2,2,757359,Stuttgart Street 2958
Hamburg,173,4,4,1199021,Hamburg Street 2820
Berlin,135,3,2,887442,Berlin Street 2877
Stuttgart,185,4,3,1534489,Stuttgart Street 4726
Cologne,196,4,3,1314007,Cologne Street 2332
Hamburg,113,2,2,892763,Hamburg Street 3662
Berlin,127,3,3,836144,Berlin Street 3800
Stuttgart,67,1,1,303965,Stuttgart Street 2764
Frankfurt,191,4,4,1209915,Frankfurt Street 585
Berlin,71,1,1,448200,Berlin Street 1870
Hamburg,111,2,2,605842,Hamburg Street 2192
Cologne,195,4,4,1485101,Cologne Street 2223
Frankfurt,122,3,3,1242932,Frankfurt Street 3392
Munich,77,1,1,814035,Munich Street 1025
Stuttgart,90,2,2,646185,Stuttgart Street 656
Munich,72,1,1,794464,Munich Street 844
Berlin,46,1,1,307890,Berlin Street 4493
Berlin,36,1,1,218224,Berlin Street 4293
Berlin,56,1,1,319344,Berlin Street 1273
Berlin,197,4,4,1203037,Berlin Street 2535
Munich,93,2,2,729129,Munich Street 3631
Stuttgart,62,1,1,480848,Stuttgart Street 4316
Munich,37,1,1,324600,Munich Street 2924
Hamburg,151,3,3,1087862,Hamburg Street 4429
Hamburg,170,4,4,1330962,Hamburg Street 1107
Stuttgart,168,4,3,1560042,Stuttgart Street 4841
Cologne,146,3,3,1181343,Cologne Street 4289
Stuttgart,193,4,4,1017622,Stuttgart Street 2845
Frankfurt,168,4,3,641068,Frankfurt Street 734
Frankfurt,108,2,2,999814,Frankfurt Street 3377
Hamburg,69,1,1,360986,Hamburg Street 87
Berlin,163,4,3,1011872,Berlin Street 2818
Hamburg,150,3,2,827255,Hamburg Street 4030
Frankfurt,106,2,1,528824,Frankfurt Street 3527
Hamburg,182,4,3,1452306,Hamburg Street 60
Cologne,125,3,2,979056,Cologne Street 3373
Cologne,141,3,3,848248,Cologne Street 2048
Munich,195,4,4,798569,Munich Street 3100
Munich,97,2,1,734424,Munich Street 3459
Stuttgart,91,2,2,735981,Stuttgart Street 2333
Stuttgart,166,4,4,876751,Stuttgart Street 3383
Munich,47,1,1,414150,Munich Street 1120
Hamburg,58,1,1,416321,Hamburg Street 3710
Hamburg,189,4,4,1518459,Hamburg Street 1539
Hamburg,34,1,1,250654,Hamburg Street 407
Cologne,35,1,1,191681,Cologne Street 838
Hamburg,98,2,1,874460,Hamburg Street 3592
Stuttgart,32,1,1,232390,Stuttgart Street 739
Munich,33,1,1,278968,Munich Street 1780
Hamburg,137,3,3,802284,Hamburg Street 4083
Hamburg,148,3,2,971127,Hamburg Street 2706
Berlin,67,1,1,358433,Berlin Street 2184
Frankfurt,48,1,1,361449,Frankfurt Street 1488
Munich,94,2,2,1072531,Munich Street 104
Berlin,93,2,2,438637,Berlin Street 3629
Munich,38,1,1,218763,Munich Street 3776
Stuttgart,54,1,1,524164,Stuttgart Street 3874
Frankfurt,109,2,2,814606,Frankfurt Street 1300
Stuttgart,40,1,1,259855,Stuttgart Street 2076
Frankfurt,193,4,4,1818494,Frankfurt Street 1628
Hamburg,43,1,1,272100,Hamburg Street 926
Munich,192,4,4,2228009,Munich Street 2659
Berlin,72,1,1,531453,Berlin Street 4790
Berlin,131,3,2,768408,Berlin Street 74
Berlin,178,4,4,1656201,Berlin Street 4885
Munich,125,3,2,933785,Munich Street 2038
Munich,157,3,2,1532565,Munich Street 2773
Stuttgart,45,1,1,357702,Stuttgart Street 2913
Stuttgart,69,1,1,652230,Stuttgart Street 1031
Frankfurt,89,2,2,911000,Frankfurt Street 4575
Stuttgart,118,2,2,890664,Stuttgart Street 1581
Berlin,126,3,3,695590,Berlin Street 1104
Hamburg,40,1,1,314494,Hamburg Street 3585
Cologne,105,2,2,617222,Cologne Street 1555
Cologne,77,1,1,734441,Cologne Street 2652
Stuttgart,149,3,3,1148015,Stuttgart Street 4905
Cologne,71,1,1,447524,Cologne Street 4352
Munich,145,3,3,1278023,Munich Street 2158
Cologne,123,3,3,611052,Cologne Street 6
Stuttgart,159,3,3,960770,Stuttgart Street 1520
Berlin,188,4,4,1515381,Berlin Street 1957
Hamburg,46,1,1,287687,Hamburg Street 1556
Cologne,157,3,2,844063,Cologne Street 2320
Hamburg,134,3,3,1068352,Hamburg Street 905
Berlin,163,4,3,1310750,Berlin Street 359
Munich,75,1,1,729166,Munich Street 1656
Berlin,154,3,2,1200408,Berlin Street 809
Berlin,176,4,4,970845,Berlin Street 4014
Cologne,189,4,4,919737,Cologne Street 403
Hamburg,86,2,1,805125,Hamburg Street 108
Munich,197,4,4,1566434,Munich Street 656
Frankfurt,193,4,3,1429879,Frankfurt Street 2957
Cologne,136,3,3,1170462,Cologne Street 478
Cologne,98,2,1,740534,Cologne Street 577
Hamburg,49,1,1,384967,Hamburg Street 4256
Berlin,55,1,1,512297,Berlin Street 4356
Frankfurt,78,1,1,530096,Frankfurt Street 4311
Stuttgart,93,2,1,826933,Stuttgart Street 4575
Stuttgart,172,4,4,1304709,Stuttgart Street 865
Stuttgart,177,4,4,1398811,Stuttgart Street 3758
Stuttgart,200,5,5,1958540,Stuttgart Street 853
Munich,76,1,1,711612,Munich Street 4135
Hamburg,198,4,3,1579078,Hamburg Street 4374
Cologne,143,3,3,1180981,Cologne Street 2582
Cologne,113,2,2,712314,Cologne Street 3378
Stuttgart,140,3,3,873765,Stuttgart Street 4985
Munich,174,4,3,1169945,Munich Street 3073
Cologne,95,2,2,391946,Cologne Street 3707
Frankfurt,131,3,2,1442006,Frankfurt Street 284
Hamburg,182,4,3,1021271,Hamburg Street 4241
Munich,107,2,1,869253,Munich Street 2461
Munich,84,2,2,674471,Munich Street 178
Stuttgart,100,2,1,796111,Stuttgart Street 773
Berlin,147,3,3,1111387,Berlin Street 1279
Munich,97,2,2,966392,Munich Street 4770
Munich,89,2,2,668280,Munich Street 2461
Berlin,176,4,4,1105762,Berlin Street 4662
Munich,49,1,1,440038,Munich Street 3953
Munich,154,3,2,1243892,Munich Street 4877
Stuttgart,106,2,1,1050567,Stuttgart Street 4721
Frankfurt,50,1,1,428296,Frankfurt Street 2740
Hamburg,141,3,3,1164409,Hamburg Street 988
Munich,197,4,3,1896498,Munich Street 3134
Berlin,108,2,1,866755,Berlin Street 2616
Cologne,174,4,3,1226036,Cologne Street 2678
Cologne,86,2,1,433122,Cologne Street 414
Stuttgart,130,3,3,1052939,Stuttgart Street 4876
Cologne,159,3,2,940350,Cologne Street 1820
Frankfurt,104,2,2,725437,Frankfurt Street 1213
Munich,116,2,1,1101630,Munich Street 3899
Cologne,42,1,1,356330,Cologne Street 2151
Berlin,132,3,3,861650,Berlin Street 1069
Munich,153,3,2,1380827,Munich Street 3997
Frankfurt,196,4,3,2049269,Frankfurt Street 4598
Cologne,164,4,3,1168897,Cologne Street 1986
Berlin,98,2,2,968454,Berlin Street 2650
Stuttgart,177,4,3,1477642,Stuttgart Street 922
Stuttgart,135,3,3,655945,Stuttgart Street 2993
Hamburg,78,1,1,646215,Hamburg Street 2823
Cologne,197,4,3,1441719,Cologne Street 2498
Munich,119,2,2,1272416,Munich Street 1195
Frankfurt,41,1,1,362856,Frankfurt Street 1636
Stuttgart,125,3,2,911539,Stuttgart Street 703
Berlin,43,1,1,211061,Berlin Street 1210
Hamburg,33,1,1,227667,Hamburg Street 912
Hamburg,145,3,3,866411,Hamburg Street 187
Hamburg,83,2,1,528215,Hamburg Street 1670
Cologne,163,4,4,1238876,Cologne Street 4496
Frankfurt,189,4,3,1966554,Frankfurt Street 151
Frankfurt,179,4,3,1506408,Frankfurt Street 2093
Munich,45,1,1,291014,Munich Street 1645
Stuttgart,188,4,4,1535377,Stuttgart Street 435
Frankfurt,197,4,3,1904348,Frankfurt Street 546
Frankfurt,199,4,4,1362898,Frankfurt Street 2951
Berlin,34,1,1,215076,Berlin Street 3167
Munich,127,3,2,1082671,Munich Street 2585
Frankfurt,182,4,3,1196751,Frankfurt Street 1528
Munich,158,3,3,1517128,Munich Street 4594
Stuttgart,35,1,1,256150,Stuttgart Street 2027
Cologne,108,2,2,796020,Cologne Street 4014
Frankfurt,70,1,1,449085,Frankfurt Street 2841
Stuttgart,120,3,3,821257,Stuttgart Street 2477
Munich,158,3,3,1537031,Munich Street 508
Stuttgart,95,2,2,659371,Stuttgart Street 242
Cologne,101,2,1,924015,Cologne Street 1243
Hamburg,130,3,2,861188,Hamburg Street 720
Stuttgart,127,3,2,995302,Stuttgart Street 3419
Munich,176,4,3,1775031,Munich Street 3494
Hamburg,184,4,4,948989,Hamburg Street 3680
Cologne,63,1,1,277533,Cologne Street 1136
Cologne,168,4,3,793818,Cologne Street 1132
Hamburg,164,4,3,1478971,Hamburg Street 3524
Munich,197,4,3,1489682,Munich Street 2601
Berlin,172,4,3,1690013,Berlin Street 1509
Hamburg,67,1,1,427961,Hamburg Street 2611
Frankfurt,135,3,3,1091866,Frankfurt Street 3630
Stuttgart,193,4,4,1893940,Stuttgart Street 1245
Munich,57,1,1,678890,Munich Street 1514
Berlin,186,4,4,1707471,Berlin Street 4962
Cologne,186,4,3,1570468,Cologne Street 4886
Munich,89,2,1,911440,Munich Street 2944
Berlin,152,3,2,1105083,Berlin Street 4116
Cologne,150,3,3,1178785,Cologne Street 1508
Frankfurt,155,3,3,1075723,Frankfurt Street 1127
Munich,79,1,1,561615,Munich Street 265
Frankfurt,33,1,1,257226,Frankfurt Street 3384
Munich,81,2,1,665065,Munich Street 542
Munich,142,3,3,1097590,Munich Street 2662
Frankfurt,93,2,2,826431,Frankfurt Street 3317
Berlin,185,4,4,1432250,Berlin Street 2564
Frankfurt,186,4,3,1476452,Frankfurt Street 4266
Berlin,145,3,3,1221014,Berlin Street 348
Munich,162,4,4,1062578,Munich Street 322
Cologne,129,3,2,843224,Cologne Street 1556
Hamburg,142,3,3,875824,Hamburg Street 2495
Hamburg,148,3,2,667803,Hamburg Street 3461
Hamburg,186,4,3,1317054,Hamburg Street 4236
Munich,148,3,3,1227368,Munich Street 741
Stuttgart,158,3,2,1543687,Stuttgart Street 1473
Cologne,169,4,3,1294185,Cologne Street 3221
Frankfurt,112,2,2,694654,Frankfurt Street 205
Munich,146,3,2,1701185,Munich Street 3725
Berlin,94,2,2,760210,Berlin Street 1344
Stuttgart,61,1,1,510761,Stuttgart Street 936
Stuttgart,145,3,3,1038239,Stuttgart Street 699
Cologne,128,3,2,703380,Cologne Street 3103
Cologne,127,3,2,799312,Cologne Street 1400
Hamburg,174,4,3,1525596,Hamburg Street 1329
Munich,75,1,1,877784,Munich Street 3438
Hamburg,109,2,2,1027027,Hamburg Street 2366
Stuttgart,76,1,1,514271,Stuttgart Street 1078
Munich,30,1,1,197899,Munich Street 101
Frankfurt,157,3,3,1259105,Frankfurt Street 4453
Berlin,185,4,4,777190,Berlin Street 1949
Munich,180,4,4,1628889,Munich Street 3718
Frankfurt,143,3,2,1082472,Frankfurt Street 4926
Cologne,31,1,1,191151,Cologne Street 4484
Hamburg,188,4,3,921881,Hamburg Street 401
Munich,67,1,1,627999,Munich Street 2860
Berlin,67,1,1,389101,Berlin Street 4736
Cologne,106,2,2,552144,Cologne Street 719
Berlin,57,1,1,157665,Berlin Street 1461
Munich,102,2,1,862228,Munich Street 3731
Stuttgart,178,4,4,1808191,Stuttgart Street 294
Berlin,106,2,2,917921,Berlin Street 3020
Frankfurt,47,1,1,333085,Frankfurt Street 4510
Berlin,104,2,2,594580,Berlin Street 1103
Berlin,100,2,2,710940,Berlin Street 4318
Frankfurt,164,4,3,1023773,Frankfurt Street 1713
Cologne,44,1,1,317259,Cologne Street 4681
Stuttgart,191,4,3,1651981,Stuttgart Street 3963
Stuttgart,184,4,4,1718633,Stuttgart Street 3499
Cologne,111,2,2,739680,Cologne Street 4305
Cologne,189,4,4,1232847,Cologne Street 1063
Cologne,174,4,4,975434,Cologne Street 4258
Stuttgart,191,4,4,1195598,Stuttgart Street 4035
Munich,186,4,3,1509387,Munich Street 2380
Munich,30,1,1,273735,Munich Street 197
Frankfurt,190,4,3,1752786,Frankfurt Street 1699
Cologne,136,3,3,776244,Cologne Street 373
Hamburg,119,2,1,1112587,Hamburg Street 93
Stuttgart,81,2,2,574558,Stuttgart Street 2085
Berlin,108,2,2,699000,Berlin Street 4151
Cologne,112,2,1,647784,Cologne Street 933
Stuttgart,115,2,2,444318,Stuttgart Street 3245
Stuttgart,175,4,3,1544561,Stuttgart Street 1439
Munich,114,2,2,1111800,Munich Street 3925
Frankfurt,39,1,1,287084,Frankfurt Street 3945
Munich,190,4,4,1636638,Munich Street 4399
Hamburg,148,3,3,1175556,Hamburg Street 459
Cologne,106,2,2,495543,Cologne Street 4549
Cologne,34,1,1,206736,Cologne Street 4731
Stuttgart,114,2,2,990819,Stuttgart Street 543
Munich,101,2,1,643138,Munich Street 2779
Frankfurt,190,4,3,1569010,Frankfurt Street 4678
Cologne,129,3,2,639201,Cologne Street 4876
Berlin,108,2,2,767486,Berlin Street 260
Hamburg,135,3,2,965071,Hamburg Street 4072
Munich,125,3,3,719284,Munich Street 2480
Munich,164,4,4,1718729,Munich Street 1434
Berlin,125,3,2,693128,Berlin Street 1656
Berlin,143,3,2,778874,Berlin Street 3954
Cologne,69,1,1,488021,Cologne Street 2787
Frankfurt,164,4,4,1573067,Frankfurt Street 2682
Munich,55,1,1,372520,Munich Street 1681
Stuttgart,39,1,1,296108,Stuttgart Street 3176
Stuttgart,163,4,3,1327345,Stuttgart Street 34
Hamburg,41,1,1,336120,Hamburg Street 2731
Frankfurt,41,1,1,331085,Frankfurt Street 4265
Stuttgart,109,2,1,757490,Stuttgart Street 4732
Hamburg,193,4,3,1159596,Hamburg Street 2629
Munich,79,1,1,683069,Munich Street 2267
Cologne,111,2,2,592949,Cologne Street 964
Hamburg,68,1,1,203541,Hamburg Street 2242
Berlin,33,1,1,233228,Berlin Street 1693
Cologne,119,2,2,955492,Cologne Street 2221
Munich,102,2,1,457267,Munich Street 1404
Berlin,109,2,2,565421,Berlin Street 4429
Frankfurt,42,1,1,368166,Frankfurt Street 238
Frankfurt,42,1,1,462407,Frankfurt Street 3143
Berlin,52,1,1,339405,Berlin Street 3211
Munich,182,4,4,1321755,Munich Street 2914
Hamburg,115,2,1,797712,Hamburg Street 4371
Berlin,149,3,2,1234813,Berlin Street 762
Stuttgart,149,3,2,973127,Stuttgart Street 3733
Hamburg,194,4,4,1173537,Hamburg Street 3855
Munich,87,2,1,668102,Munich Street 2114
Hamburg,130,3,2,757536,Hamburg Street 2707
Hamburg,146,3,3,1076990,Hamburg Street 248
Berlin,151,3,2,1300424,Berlin Street 2880
Frankfurt,148,3,2,1228992,Frankfurt Street 2313
Hamburg,184,4,3,1257936,Hamburg Street 4162
Berlin,133,3,2,814045,Berlin Street 2670
Cologne,196,4,3,916115,Cologne Street 2475
Cologne,148,3,3,1184152,Cologne Street 4838
Frankfurt,91,2,1,698750,Frankfurt Street 4489
Munich,153,3,3,1253557,Munich Street 542
Hamburg,83,2,2,979240,Hamburg Street 3567
Cologne,117,2,1,843137,Cologne Street 1418
Stuttgart,49,1,1,312243,Stuttgart Street 937
Cologne,182,4,4,1132067,Cologne Street 2666
Cologne,54,1,1,451541,Cologne Street 1444
Hamburg,133,3,2,979293,Hamburg Street 4901
Berlin,182,4,4,842703,Berlin Street 2683
Frankfurt,195,4,3,1800629,Frankfurt Street 742
Munich,65,1,1,478670,Munich Street 1202
Stuttgart,68,1,1,701076,Stuttgart Street 4353
Hamburg,129,3,3,1129429,Hamburg Street 1603
Munich,111,2,2,859090,Munich Street 4672
Stuttgart,107,2,2,1008103,Stuttgart Street 2821
Berlin,179,4,3,1179289,Berlin Street 4182
Frankfurt,62,1,1,566080,Frankfurt Street 512
Hamburg,170,4,3,1342662,Hamburg Street 7
Stuttgart,173,4,4,1077870,Stuttgart Street 899
Hamburg,37,1,1,232111,Hamburg Street 3537
Stuttgart,181,4,4,1637134,Stuttgart Street 2607
Stuttgart,127,3,3,888725,Stuttgart Street 3126
Frankfurt,169,4,3,1211782,Frankfurt Street 1421
Frankfurt,65,1,1,410150,Frankfurt Street 4551
Frankfurt,122,3,3,1032219,Frankfurt Street 1264
Hamburg,62,1,1,630542,Hamburg Street 96
Berlin,195,4,3,996880,Berlin Street 1180
Stuttgart,154,3,3,1160594,Stuttgart Street 1113
Berlin,65,1,1,541832,Berlin Street 3736
Stuttgart,184,4,4,1358018,Stuttgart Street 1473
Frankfurt,160,4,4,1360912,Frankfurt Street 4523
Frankfurt,128,3,3,786261,Frankfurt Street 1850
Munich,138,3,2,1273480,Munich Street 4735
Frankfurt,90,2,2,675724,Frankfurt Street 3366
Cologne,177,4,4,1440884,Cologne Street 275
Berlin,175,4,4,1407630,Berlin Street 3020
Berlin,178,4,4,1756225,Berlin Street 656
Munich,164,4,4,1555601,Munich Street 3809
Cologne,50,1,1,362154,Cologne Street 2009
Frankfurt,191,4,3,1547718,Frankfurt Street 4418
Cologne,109,2,1,688846,Cologne Street 2815
Cologne,32,1,1,232330,Cologne Street 3720
Cologne,150,3,3,959738,Cologne Street 3449
Hamburg,105,2,2,781471,Hamburg Street 1373
Berlin,182,4,4,1494743,Berlin Street 4618
Hamburg,45,1,1,258776,Hamburg Street 4737
Munich,176,4,3,1837051,Munich Street 2391
Stuttgart,189,4,3,1790902,Stuttgart Street 2350
Frankfurt,51,1,1,388406,Frankfurt Street 4142
Berlin,101,2,2,377900,Berlin Street 1086
Cologne,101,2,2,603309,Cologne Street 2105
Berlin,58,1,1,474793,Berlin Street 4848
Stuttgart,68,1,1,507667,Stuttgart Street 3030
Munich,96,2,1,652913,Munich Street 3973
Munich,165,4,3,1260910,Munich Street 2809
Berlin,67,1,1,508718,Berlin Street 4063
Frankfurt,128,3,2,1107571,Frankfurt Street 3606
Stuttgart,193,4,3,1378329,Stuttgart Street 1728
Cologne,118,2,1,743532,Cologne Street 2166
Berlin,43,1,1,257600,Berlin Street 3802
Frankfurt,151,3,3,960517,Frankfurt Street 3902
Stuttgart,166,4,3,1647228,Stuttgart Street 3112
Stuttgart,129,3,3,905130,Stuttgart Street 2152
Munich,165,4,4,1743912,Munich Street 98
Hamburg,144,3,3,1352260,Hamburg Street 2587
Cologne,40,1,1,326308,Cologne Street 4353
Stuttgart,120,3,3,822308,Stuttgart Street 2234
Hamburg,99,2,2,770355,Hamburg Street 806
Hamburg,197,4,4,1411536,Hamburg Street 3778
Stuttgart,91,2,1,559144,Stuttgart Street 4260
Hamburg,76,1,1,582697,Hamburg Street 4487
Berlin,32,1,1,158951,Berlin Street 98
Frankfurt,55,1,1,530902,Frankfurt Street 3654
Hamburg,86,2,2,561661,Hamburg Street 2064
Munich,38,1,1,335994,Munich Street 754
Berlin,182,4,3,1250025,Berlin Street 4911
Stuttgart,61,1,1,433810,Stuttgart Street 708
Cologne,63,1,1,478667,Cologne Street 4638
Munich,58,1,1,446174,Munich Street 2076
Hamburg,149,3,2,1259745,Hamburg Street 3715
Hamburg,139,3,3,731388,Hamburg Street 2109
Munich,48,1,1,418312,Munich Street 512
Frankfurt,129,3,3,1396390,Frankfurt Street 493
Hamburg,97,2,1,558673,Hamburg Street 3610
Berlin,155,3,2,870934,Berlin Street 5000
Frankfurt,75,1,1,645127,Frankfurt Street 889
Munich,168,4,4,1479288,Munich Street 1790
Cologne,194,4,3,1411710,Cologne Street 3618
Stuttgart,96,2,1,790442,Stuttgart Street 286
Berlin,48,1,1,351606,Berlin Street 3653
Berlin,157,3,2,1246989,Berlin Street 8
Berlin,200,5,5,1406552,Berlin Street 2183
Munich,114,2,2,922244,Munich Street 4708
Berlin,161,4,4,1187269,Berlin Street 3917
Frankfurt,133,3,2,1431587,Frankfurt Street 4425
Munich,30,1,1,248235,Munich Street 3950
Berlin,175,4,4,915794,Berlin Street 2732
Stuttgart,107,2,2,980186,Stuttgart Street 453
Stuttgart,195,4,3,1427288,Stuttgart Street 2993
Cologne,117,2,1,449884,Cologne Street 3766
Hamburg,195,4,3,1641956,Hamburg Street 1447
Cologne,40,1,1,242878,Cologne Street 1565
Hamburg,129,3,2,911982,Hamburg Street 2944
Frankfurt,51,1,1,424212,Frankfurt Street 1553
Munich,39,1,1,344130,Munich Street 208
Stuttgart,181,4,3,1550116,Stuttgart Street 4008
Frankfurt,46,1,1,327549,Frankfurt Street 4094
Cologne,145,3,2,1087184,Cologne Street 304
Hamburg,44,1,1,300355,Hamburg Street 351
Frankfurt,60,1,1,537152,Frankfurt Street 4286
Frankfurt,167,4,3,1462915,Frankfurt Street 4747
Munich,48,1,1,331668,Munich Street 1160
Frankfurt,197,4,3,1870344,Frankfurt Street 3861
Cologne,41,1,1,248914,Cologne Street 1070
Berlin,74,1,1,558735,Berlin Street 2518
Berlin,146,3,2,1018711,Berlin Street 4842
Berlin,57,1,1,506709,Berlin Street 4073
Cologne,187,4,3,1214768,Cologne Street 517
Munich,139,3,3,1098956,Munich Street 3294
Hamburg,60,1,1,430322,Hamburg Street 2635
Munich,41,1,1,327368,Munich Street 2749
Berlin,60,1,1,452395,Berlin Street 1158
Frankfurt,73,1,1,385334,Frankfurt Street 4534
Munich,142,3,2,952641,Munich Street 4768
Berlin,64,1,1,327158,Berlin Street 3082
Munich,34,1,1,343927,Munich Street 662
Berlin,31,1,1,270437,Berlin Street 731
Stuttgart,196,4,4,1439291,Stuttgart Street 3410
Stuttgart,151,3,2,1094261,Stuttgart Street 1689
Munich,193,4,4,1663484,Munich Street 4286
Frankfurt,135,3,2,1297691,Frankfurt Street 1430
Cologne,39,1,1,216013,Cologne Street 4096
Cologne,52,1,1,370457,Cologne Street 2850
Frankfurt,31,1,1,288960,Frankfurt Street 1573
Berlin,165,4,3,1179984,Berlin Street 2965
Cologne,159,3,2,1122195,Cologne Street 3803
Stuttgart,198,4,3,1782310,Stuttgart Street 2265
Berlin,79,1,1,235878,Berlin Street 1223
Stuttgart,151,3,3,1286038,Stuttgart Street 1445
Munich,41,1,1,302910,Munich Street 2984
Hamburg,83,2,2,378802,Hamburg Street 2060
Hamburg,187,4,4,1484056,Hamburg Street 355
Berlin,43,1,1,356287,Berlin Street 1295
Berlin,154,3,2,973482,Berlin Street 581
Munich,143,3,3,1447143,Munich Street 3433
Munich,113,2,1,1270218,Munich Street 903
Hamburg,88,2,1,800225,Hamburg Street 1943
Stuttgart,135,3,2,1344592,Stuttgart Street 3077
Munich,48,1,1,468557,Munich Street 4794
Frankfurt,43,1,1,340460,Frankfurt Street 1188
Munich,186,4,4,1074458,Munich Street 1459
Frankfurt,125,3,2,927017,Frankfurt Street 3750
Stuttgart,79,1,1,492575,Stuttgart Street 2210
Munich,115,2,1,1401919,Munich Street 263
Stuttgart,175,4,3,1266329,Stuttgart Street 2299
Munich,58,1,1,505147,Munich Street 3757
Frankfurt,73,1,1,632203,Frankfurt Street 1802
Hamburg,184,4,3,1336352,Hamburg Street 1393
Cologne,171,4,3,1557001,Cologne Street 709
Frankfurt,163,4,4,1113072,Frankfurt Street 1774
Cologne,151,3,3,1066764,Cologne Street 2287
Berlin,139,3,2,769335,Berlin Street 2031
Hamburg,141,3,2,747182,Hamburg Street 4848
Munich,176,4,3,1312958,Munich Street 3423
Berlin,40,1,1,258074,Berlin Street 4131
Berlin,138,3,3,819983,Berlin Street 3927
Stuttgart,55,1,1,355375,Stuttgart Street 4058
Munich,51,1,1,311572,Munich Street 3332
Munich,63,1,1,526599,Munich Street 2424
Munich,195,4,3,1158685,Munich Street 131
Frankfurt,108,2,1,970454,Frankfurt Street 3763
Cologne,179,4,3,1237269,Cologne Street 3727
Frankfurt,65,1,1,359204,Frankfurt Street 1516
Hamburg,190,4,4,1283400,Hamburg Street 12
Stuttgart,48,1,1,305844,Stuttgart Street 2728
Cologne,38,1,1,274894,Cologne Street 3489
Hamburg,186,4,3,1698226,Hamburg Street 664
Cologne,115,2,1,488723,Cologne Street 4217
Stuttgart,123,3,2,943722,Stuttgart Street 910
Frankfurt,123,3,3,928673,Frankfurt Street 335
Hamburg,123,3,2,1004507,Hamburg Street 4578
Stuttgart,47,1,1,367530,Stuttgart Street 1134
Hamburg,91,2,1,556661,Hamburg Street 3920
Stuttgart,178,4,3,1249812,Stuttgart Street 1847
Hamburg,120,3,3,726446,Hamburg Street 4126
Stuttgart,138,3,3,1257733,Stuttgart Street 447
Berlin,125,3,3,815963,Berlin Street 3707
Frankfurt,158,3,2,1701005,Frankfurt Street 3852
Stuttgart,166,4,4,1229895,Stuttgart Street 3703
Cologne,124,3,2,723734,Cologne Street 1543
Frankfurt,52,1,1,282807,Frankfurt Street 3201
Munich,103,2,1,559770,Munich Street 896
Munich,100,2,1,580696,Munich Street 1213
Frankfurt,68,1,1,558736,Frankfurt Street 4266
Stuttgart,35,1,1,289208,Stuttgart Street 3413
Stuttgart,168,4,3,861539,Stuttgart Street 3883
Hamburg,137,3,3,1162973,Hamburg Street 176
Hamburg,78,1,1,507342,Hamburg Street 181
Munich,163,4,4,1426176,Munich Street 3373
Cologne,117,2,2,1052136,Cologne Street 3983
Cologne,200,5,5,1603940,Cologne Street 3752
Hamburg,175,4,3,1192330,Hamburg Street 2511
Munich,96,2,1,670557,Munich Street 3967
Hamburg,103,2,1,422442,Hamburg Street 1216
Hamburg,102,2,2,628770,Hamburg Street 1363
Cologne,71,1,1,462413,Cologne Street 1494
Munich,200,5,4,1364358,Munich Street 1321
Munich,59,1,1,488334,Munich Street 2594
Cologne,62,1,1,428080,Cologne Street 2134
Hamburg,77,1,1,529467,Hamburg Street 4608
Stuttgart,38,1,1,247949,Stuttgart Street 2817
Munich,125,3,3,1098339,Munich Street 4423
Munich,166,4,4,1535715,Munich Street 996
Berlin,133,3,3,675969,Berlin Street 1191
Frankfurt,111,2,1,1110117,Frankfurt Street 36
Stuttgart,169,4,4,1242507,Stuttgart Street 2422
Frankfurt,104,2,1,814258,Frankfurt Street 4631
Stuttgart,143,3,3,1224411,Stuttgart Street 921
Stuttgart,152,3,2,1193173,Stuttgart Street 1143
Stuttgart,171,4,3,1526979,Stuttgart Street 2524
Berlin,132,3,2,907270,Berlin Street 3654
Hamburg,53,1,1,334858,Hamburg Street 451
Cologne,194,4,3,1414579,Cologne Street 4780
Cologne,86,2,2,451029,Cologne Street 1604
Berlin,51,1,1,338697,Berlin Street 716
Cologne,130,3,2,878124,Cologne Street 4018
Hamburg,184,4,3,1269657,Hamburg Street 2958
Frankfurt,67,1,1,509165,Frankfurt Street 3029
Frankfurt,125,3,2,608039,Frankfurt Street 2332
Hamburg,119,2,2,762770,Hamburg Street 3651
Cologne,52,1,1,360165,Cologne Street 3640
Stuttgart,136,3,3,1052610,Stuttgart Street 2365
Munich,138,3,3,931907,Munich Street 1144
Cologne,183,4,3,1559409,Cologne Street 1177
Munich,107,2,2,751942,Munich Street 4304
Hamburg,46,1,1,395416,Hamburg Street 725
Berlin,134,3,3,945417,Berlin Street 3396
Munich,172,4,4,1273043,Munich Street 4653
Munich,81,2,1,932960,Munich Street 3128
Hamburg,171,4,4,937278,Hamburg Street 346
